"","link","Received","Revised","Accepted","Published","Special_issue","days"
"3619","/2223-7747/10/11/2395",2021-10-12,2021-10-30,2021-11-02,2021-11-06,"Yes",25
"3620","/2223-7747/10/11/2396",2021-09-29,2021-10-28,2021-11-02,2021-11-06,"Yes",38
"3621","/2223-7747/10/11/2378",2021-10-15,2021-10-29,2021-11-01,2021-11-04,"Yes",20
"3622","/2223-7747/10/11/2377",2021-09-10,2021-10-27,2021-10-30,2021-11-04,"Yes",55
"3623","/2223-7747/10/11/2379",2021-09-17,2021-10-03,2021-10-08,2021-11-05,"Yes",49
"3624","/2223-7747/10/11/2380",2021-09-22,2021-10-28,2021-10-29,2021-11-05,"Yes",44
"3625","/2223-7747/10/11/2381",2021-10-18,2021-11-03,2021-11-04,2021-11-05,"Yes",18
"3626","/2223-7747/10/11/2382",2021-09-29,2021-11-01,2021-11-03,2021-11-05,"Yes",37
"3627","/2223-7747/10/11/2385",2021-09-09,2021-10-11,2021-11-01,2021-11-05,"Yes",57
"3628","/2223-7747/10/11/2383",2021-10-08,2021-11-02,2021-11-03,2021-11-05,"Yes",28
"3629","/2223-7747/10/11/2384",2021-10-11,2021-10-26,2021-11-03,2021-11-05,"Yes",25
"3630","/2223-7747/10/11/2387",2021-09-22,2021-10-25,2021-10-26,2021-11-05,"Yes",44
"3631","/2223-7747/10/11/2367",2021-10-09,2021-10-25,2021-10-29,2021-11-03,"Yes",25
"3632","/2223-7747/10/11/2368",2021-10-25,2021-10-28,2021-10-29,2021-11-03,"Yes",9
"3633","/2223-7747/10/11/2369",2021-10-14,2021-10-28,2021-10-29,2021-11-03,"Yes",20
"3634","/2223-7747/10/11/2370",2021-09-02,2021-09-29,2021-10-06,2021-11-03,"Yes",62
"3635","/2223-7747/10/11/2371",2021-09-29,2021-10-22,2021-10-23,2021-11-03,"Yes",35
"3636","/2223-7747/10/11/2372",2021-08-11,2021-09-22,2021-09-27,2021-11-04,"Yes",85
"3637","/2223-7747/10/11/2373",2021-09-26,2021-10-27,2021-10-31,2021-11-04,"Yes",39
"3638","/2223-7747/10/11/2374",2021-08-05,2021-10-03,2021-10-26,2021-11-04,"Yes",91
"3639","/2223-7747/10/11/2375",2021-07-22,2021-08-10,2021-08-18,2021-11-04,"Yes",105
"3640","/2223-7747/10/11/2376",2021-09-30,2021-10-27,2021-11-01,2021-11-04,"Yes",35
"3641","/2223-7747/10/11/2357",2021-08-29,2021-10-27,2021-10-27,2021-11-01,"Yes",64
"3642","/2223-7747/10/11/2358",2021-08-11,2021-09-22,2021-09-24,2021-11-01,"Yes",82
"3643","/2223-7747/10/11/2359",2021-10-05,2021-10-22,2021-10-27,2021-11-01,"Yes",27
"3644","/2223-7747/10/11/2360",2021-08-18,2021-10-20,2021-10-27,2021-11-02,"Yes",76
"3645","/2223-7747/10/11/2364",2021-09-30,2021-10-27,2021-10-27,2021-11-02,"Yes",33
"3646","/2223-7747/10/11/2363",2021-09-30,2021-10-20,2021-10-29,2021-11-02,"Yes",33
"3647","/2223-7747/10/11/2361",2021-08-15,2021-10-25,2021-10-26,2021-11-02,"No",79
"3648","/2223-7747/10/11/2365",2021-10-19,2021-11-01,2021-11-01,2021-11-02,"Yes",14
"3649","/2223-7747/10/11/2366",2021-10-11,2021-10-26,2021-10-28,2021-11-03,"Yes",23
"3650","/2223-7747/10/11/2347",2021-09-29,2021-10-24,2021-10-27,2021-10-30,"Yes",31
"3651","/2223-7747/10/11/2348",2021-09-23,2021-10-22,2021-10-25,2021-10-30,"Yes",37
"3652","/2223-7747/10/11/2349",2021-10-02,2021-10-20,2021-10-27,2021-10-30,"Yes",28
"3653","/2223-7747/10/11/2350",2021-09-27,2021-10-22,2021-10-27,2021-10-30,"Yes",33
"3654","/2223-7747/10/11/2351",2021-09-23,2021-10-22,2021-10-26,2021-10-30,"Yes",37
"3655","/2223-7747/10/11/2352",2021-09-28,2021-10-16,2021-10-26,2021-10-30,"Yes",32
"3656","/2223-7747/10/11/2353",2021-10-15,2021-10-27,2021-10-28,2021-10-30,"Yes",15
"3657","/2223-7747/10/11/2354",2021-09-02,2021-10-14,2021-10-18,2021-10-30,"Yes",58
"3658","/2223-7747/10/11/2355",2021-09-16,2021-10-16,2021-10-29,2021-10-31,"Yes",45
"3659","/2223-7747/10/11/2356",2021-09-23,2021-10-19,2021-10-28,2021-10-31,"Yes",38
"3660","/2223-7747/10/11/2337",2021-09-08,2021-10-26,2021-10-27,2021-10-29,"Yes",51
"3661","/2223-7747/10/11/2338",2021-09-18,2021-10-23,2021-10-26,2021-10-29,"No",41
"3662","/2223-7747/10/11/2339",2021-10-01,2021-10-24,2021-10-27,2021-10-29,"Yes",28
"3663","/2223-7747/10/11/2340",2021-09-27,2021-10-26,2021-10-26,2021-10-29,"Yes",32
"3664","/2223-7747/10/11/2342",2021-09-30,2021-10-23,2021-10-26,2021-10-29,"Yes",29
"3665","/2223-7747/10/11/2343",2021-10-10,2021-10-25,2021-10-28,2021-10-29,"Yes",19
"3666","/2223-7747/10/11/2341",2021-10-07,2021-10-26,2021-10-28,2021-10-29,"Yes",22
"3667","/2223-7747/10/11/2344",2021-09-30,2021-10-21,2021-10-26,2021-10-29,"Yes",29
"3668","/2223-7747/10/11/2345",2021-08-20,2021-10-05,2021-10-28,2021-10-29,"Yes",70
"3669","/2223-7747/10/11/2346",2021-09-29,2021-10-22,2021-10-27,2021-10-29,"Yes",30
"3670","/2223-7747/10/11/2325",2021-09-07,2021-10-13,2021-10-25,2021-10-28,"Yes",51
"3671","/2223-7747/10/11/2324",2021-09-25,2021-10-21,2021-10-21,2021-10-28,"No",33
"3672","/2223-7747/10/11/2329",2021-09-20,2021-10-21,2021-10-23,2021-10-28,"Yes",38
"3673","/2223-7747/10/11/2330",2021-09-28,2021-10-23,2021-10-26,2021-10-28,"Yes",30
"3674","/2223-7747/10/11/2331",2021-10-10,2021-10-24,2021-10-26,2021-10-28,"Yes",18
"3675","/2223-7747/10/11/2332",2021-10-08,2021-10-21,2021-10-27,2021-10-28,"Yes",20
"3676","/2223-7747/10/11/2333",2021-09-03,2021-10-25,2021-10-26,2021-10-29,"Yes",56
"3677","/2223-7747/10/11/2335",2021-10-14,2021-10-25,2021-10-27,2021-10-29,"Yes",15
"3678","/2223-7747/10/11/2334",2021-08-31,2021-10-22,2021-10-25,2021-10-29,"Yes",59
"3679","/2223-7747/10/11/2336",2021-09-13,2021-10-16,2021-10-25,2021-10-29,"Yes",46
"3680","/2223-7747/10/11/2317",2021-09-21,2021-10-21,2021-10-27,2021-10-27,"Yes",36
"3681","/2223-7747/10/11/2318",2021-09-11,2021-10-12,2021-10-15,2021-10-28,"Yes",47
"3682","/2223-7747/10/11/2319",2021-09-01,2021-10-09,2021-10-20,2021-10-28,"Yes",57
"3683","/2223-7747/10/11/2321",2021-10-12,2021-10-22,2021-10-26,2021-10-28,"Yes",16
"3684","/2223-7747/10/11/2322",2021-10-11,2021-10-26,2021-10-26,2021-10-28,"Yes",17
"3685","/2223-7747/10/11/2320",2021-09-21,2021-10-16,2021-10-21,2021-10-28,"Yes",37
"3686","/2223-7747/10/11/2323",2021-10-16,2021-10-26,2021-10-26,2021-10-28,"Yes",12
"3687","/2223-7747/10/11/2326",2021-09-30,2021-10-08,2021-10-11,2021-10-28,"Yes",28
"3688","/2223-7747/10/11/2327",2021-10-01,2021-10-22,2021-10-26,2021-10-28,"No",27
"3689","/2223-7747/10/11/2328",2021-09-24,2021-10-27,2021-10-27,2021-10-28,"Yes",34
"3690","/2223-7747/10/11/2307",2021-08-24,2021-10-13,2021-10-15,2021-10-27,"No",64
"3691","/2223-7747/10/11/2308",2021-09-30,2021-10-20,2021-10-20,2021-10-27,"Yes",27
"3692","/2223-7747/10/11/2310",2021-08-02,2021-08-29,2021-10-19,2021-10-27,"Yes",86
"3693","/2223-7747/10/11/2311",2021-09-06,2021-10-02,2021-10-08,2021-10-27,"No",51
"3694","/2223-7747/10/11/2314",2021-09-26,2021-10-14,2021-10-25,2021-10-27,"Yes",31
"3695","/2223-7747/10/11/2312",2021-09-27,2021-10-19,2021-10-21,2021-10-27,"Yes",30
"3696","/2223-7747/10/11/2315",2021-09-30,2021-10-21,2021-10-23,2021-10-27,"Yes",27
"3697","/2223-7747/10/11/2316",2021-09-11,2021-10-19,2021-10-23,2021-10-27,"Yes",46
"3698","/2223-7747/10/11/2313",2021-09-02,2021-10-06,2021-10-21,2021-10-27,"Yes",55
"3699","/2223-7747/10/11/2297",2021-09-14,2021-10-05,2021-10-21,2021-10-26,"Yes",42
"3700","/2223-7747/10/11/2298",2021-09-09,2021-10-07,2021-10-19,2021-10-26,"Yes",47
"3701","/2223-7747/10/11/2300",2021-10-04,2021-10-19,2021-10-21,2021-10-26,"Yes",22
"3702","/2223-7747/10/11/2301",2021-09-24,2021-10-20,2021-10-23,2021-10-26,"Yes",32
"3703","/2223-7747/10/11/2299",2021-08-09,2021-10-12,2021-10-13,2021-10-26,"Yes",78
"3704","/2223-7747/10/11/2302",2021-09-15,2021-10-21,2021-10-22,2021-10-26,"No",41
"3705","/2223-7747/10/11/2303",2021-09-15,2021-10-20,2021-10-24,2021-10-26,"Yes",41
"3706","/2223-7747/10/11/2304",2021-10-01,2021-10-20,2021-10-20,2021-10-26,"Yes",25
"3707","/2223-7747/10/11/2305",2021-09-21,2021-10-18,2021-10-23,2021-10-26,"Yes",35
"3708","/2223-7747/10/11/2306",2021-10-02,2021-10-14,2021-10-21,2021-10-27,"Yes",25
"3709","/2223-7747/10/11/2289",2021-09-30,2021-10-16,2021-10-20,2021-10-25,"Yes",25
"3710","/2223-7747/10/11/2284",2021-09-08,2021-10-07,2021-10-12,2021-10-25,"Yes",47
"3711","/2223-7747/10/11/2290",2021-09-07,2021-10-19,2021-10-20,2021-10-25,"Yes",48
"3712","/2223-7747/10/11/2291",2021-10-02,2021-10-19,2021-10-23,2021-10-25,"Yes",23
"3713","/2223-7747/10/11/2292",2021-09-23,2021-10-18,2021-10-20,2021-10-25,"Yes",32
"3714","/2223-7747/10/11/2293",2021-09-30,2021-10-20,2021-10-21,2021-10-25,"Yes",25
"3715","/2223-7747/10/11/2294",2021-08-15,2021-09-21,2021-10-18,2021-10-25,"Yes",71
"3716","/2223-7747/10/11/2286",2021-09-24,2021-10-22,2021-10-25,2021-10-26,"Yes",32
"3717","/2223-7747/10/11/2295",2021-10-01,2021-10-21,2021-10-22,2021-10-26,"Yes",25
"3718","/2223-7747/10/11/2296",2021-10-02,2021-10-18,2021-10-20,2021-10-26,"Yes",24
"3719","/2223-7747/10/11/2276",2021-09-16,2021-10-18,2021-10-22,2021-10-24,"Yes",38
"3720","/2223-7747/10/11/2278",2021-09-21,2021-10-14,2021-10-18,2021-10-24,"No",33
"3721","/2223-7747/10/11/2279",2021-09-30,2021-10-15,2021-10-22,2021-10-24,"Yes",24
"3722","/2223-7747/10/11/2280",2021-08-23,2021-10-14,2021-10-19,2021-10-25,"Yes",63
"3723","/2223-7747/10/11/2281",2021-09-16,2021-10-20,2021-10-21,2021-10-25,"Yes",39
"3724","/2223-7747/10/11/2282",2021-10-02,2021-10-21,2021-10-21,2021-10-25,"Yes",23
"3725","/2223-7747/10/11/2285",2021-09-21,2021-10-06,2021-10-21,2021-10-25,"Yes",34
"3726","/2223-7747/10/11/2283",2021-08-20,2021-10-14,2021-10-18,2021-10-25,"Yes",66
"3727","/2223-7747/10/11/2288",2021-09-21,2021-10-22,2021-10-22,2021-10-25,"Yes",34
"3728","/2223-7747/10/11/2287",2021-09-17,2021-10-19,2021-10-21,2021-10-25,"Yes",38
"3729","/2223-7747/10/11/2267",2021-10-06,2021-10-19,2021-10-19,2021-10-22,"No",16
"3730","/2223-7747/10/11/2269",2021-09-14,2021-10-15,2021-10-16,2021-10-22,"Yes",38
"3731","/2223-7747/10/11/2268",2021-09-16,2021-10-19,2021-10-20,2021-10-22,"Yes",36
"3732","/2223-7747/10/11/2270",2021-09-10,2021-10-07,2021-10-20,2021-10-22,"Yes",42
"3733","/2223-7747/10/11/2271",2021-09-16,2021-10-19,2021-10-20,2021-10-23,"Yes",37
"3734","/2223-7747/10/11/2272",2021-08-07,2021-09-28,2021-10-21,2021-10-23,"Yes",77
"3735","/2223-7747/10/11/2273",2021-09-23,2021-10-18,2021-10-20,2021-10-23,"Yes",30
"3736","/2223-7747/10/11/2274",2021-09-29,2021-10-19,2021-10-21,2021-10-23,"Yes",24
"3737","/2223-7747/10/11/2275",2021-10-03,2021-10-19,2021-10-21,2021-10-24,"Yes",21
"3738","/2223-7747/10/11/2277",2021-08-27,2021-10-17,2021-10-19,2021-10-24,"Yes",58
"3739","/2223-7747/10/11/2259",2021-08-17,2021-10-01,2021-10-18,2021-10-22,"Yes",66
"3740","/2223-7747/10/11/2257",2021-09-16,2021-10-09,2021-10-12,2021-10-22,"Yes",36
"3741","/2223-7747/10/11/2262",2021-09-20,2021-10-20,2021-10-20,2021-10-22,"Yes",32
"3742","/2223-7747/10/11/2263",2021-08-25,2021-10-13,2021-10-17,2021-10-22,"Yes",58
"3743","/2223-7747/10/11/2258",2021-08-28,2021-10-11,2021-10-11,2021-10-22,"Yes",55
"3744","/2223-7747/10/11/2260",2021-10-01,2021-10-20,2021-10-20,2021-10-22,"Yes",21
"3745","/2223-7747/10/11/2261",2021-09-19,2021-10-13,2021-10-13,2021-10-22,"No",33
"3746","/2223-7747/10/11/2264",2021-08-23,2021-09-23,2021-10-06,2021-10-22,"Yes",60
"3747","/2223-7747/10/11/2265",2021-08-28,2021-10-04,2021-10-06,2021-10-22,"Yes",55
"3748","/2223-7747/10/11/2266",2021-09-29,2021-10-19,2021-10-20,2021-10-22,"No",23
"3749","/2223-7747/10/11/2247",2021-09-22,2021-10-14,2021-10-15,2021-10-21,"Yes",29
"3750","/2223-7747/10/11/2248",2021-09-26,2021-10-14,2021-10-15,2021-10-21,"Yes",25
"3751","/2223-7747/10/11/2249",2021-09-24,2021-10-11,2021-10-19,2021-10-21,"Yes",27
"3752","/2223-7747/10/11/2252",2021-09-08,2021-10-17,2021-10-18,2021-10-21,"Yes",43
"3753","/2223-7747/10/11/2250",2021-08-22,2021-09-24,2021-09-28,2021-10-21,"No",60
"3754","/2223-7747/10/11/2251",2021-09-29,2021-10-18,2021-10-20,2021-10-22,"Yes",23
"3755","/2223-7747/10/11/2253",2021-08-02,2021-09-25,2021-09-27,2021-10-22,"No",81
"3756","/2223-7747/10/11/2254",2021-09-29,2021-10-14,2021-10-19,2021-10-22,"Yes",23
"3757","/2223-7747/10/11/2255",2021-10-06,2021-10-18,2021-10-20,2021-10-22,"No",16
"3758","/2223-7747/10/11/2256",2021-09-29,2021-10-19,2021-10-19,2021-10-22,"Yes",23
"3759","/2223-7747/10/11/2237",2021-09-01,2021-09-30,2021-10-14,2021-10-20,"Yes",49
"3760","/2223-7747/10/11/2238",2021-08-27,2021-10-01,2021-10-05,2021-10-20,"Yes",54
"3761","/2223-7747/10/11/2240",2021-10-05,2021-10-13,2021-10-18,2021-10-20,"Yes",15
"3762","/2223-7747/10/11/2239",2021-08-31,2021-10-07,2021-10-12,2021-10-20,"Yes",50
"3763","/2223-7747/10/11/2241",2021-10-05,2021-10-12,2021-10-18,2021-10-20,"Yes",15
"3764","/2223-7747/10/11/2242",2021-08-24,2021-10-13,2021-10-14,2021-10-21,"Yes",58
"3765","/2223-7747/10/11/2243",2021-09-11,2021-10-11,2021-10-11,2021-10-21,"Yes",40
"3766","/2223-7747/10/11/2244",2021-09-30,2021-10-16,2021-10-18,2021-10-21,"Yes",21
"3767","/2223-7747/10/11/2245",2021-09-18,2021-10-13,2021-10-13,2021-10-21,"Yes",33
"3768","/2223-7747/10/10/2227",2021-07-25,2021-10-14,2021-10-14,2021-10-19,"Yes",86
"3769","/2223-7747/10/10/2228",2021-09-16,2021-10-08,2021-10-11,2021-10-19,"Yes",33
"3770","/2223-7747/10/11/2229",2021-09-01,2021-10-16,2021-10-16,2021-10-20,"Yes",49
"3771","/2223-7747/10/11/2230",2021-06-30,2021-10-02,2021-10-12,2021-10-20,"Yes",112
"3772","/2223-7747/10/11/2231",2021-09-15,2021-10-14,2021-10-18,2021-10-20,"Yes",35
"3773","/2223-7747/10/11/2232",2021-09-30,2021-10-15,2021-10-18,2021-10-20,"Yes",20
"3774","/2223-7747/10/11/2233",2021-09-28,2021-10-15,2021-10-18,2021-10-20,"Yes",22
"3775","/2223-7747/10/11/2234",2021-09-12,2021-10-06,2021-10-15,2021-10-20,"Yes",38
"3776","/2223-7747/10/11/2235",2021-10-09,2021-10-18,2021-10-19,2021-10-20,"Yes",11
"3777","/2223-7747/10/11/2236",2021-09-25,2021-10-13,2021-10-14,2021-10-20,"Yes",25
"3778","/2223-7747/10/10/2218",2021-09-22,2021-10-15,2021-10-15,2021-10-19,"Yes",27
"3779","/2223-7747/10/10/2217",2021-08-26,2021-10-02,2021-10-03,2021-10-19,"Yes",54
"3780","/2223-7747/10/10/2219",2021-09-20,2021-10-14,2021-10-14,2021-10-19,"Yes",29
"3781","/2223-7747/10/10/2220",2021-08-30,2021-10-03,2021-10-11,2021-10-19,"Yes",50
"3782","/2223-7747/10/10/2221",2021-09-27,2021-10-12,2021-10-13,2021-10-19,"Yes",22
"3783","/2223-7747/10/10/2222",2021-09-15,2021-10-12,2021-10-12,2021-10-19,"Yes",34
"3784","/2223-7747/10/10/2223",2021-09-13,2021-10-11,2021-10-15,2021-10-19,"Yes",36
"3785","/2223-7747/10/10/2224",2021-09-26,2021-10-15,2021-10-18,2021-10-19,"Yes",23
"3786","/2223-7747/10/10/2225",2021-08-27,2021-10-14,2021-10-14,2021-10-19,"Yes",53
"3787","/2223-7747/10/10/2226",2021-09-21,2021-10-07,2021-10-11,2021-10-19,"Yes",28
"3788","/2223-7747/10/10/2208",2021-09-09,2021-10-06,2021-10-11,2021-10-18,"Yes",39
"3789","/2223-7747/10/10/2209",2021-09-24,2021-10-14,2021-10-14,2021-10-18,"Yes",24
"3790","/2223-7747/10/10/2210",2021-08-04,2021-10-13,2021-10-14,2021-10-18,"Yes",75
"3791","/2223-7747/10/10/2211",2021-09-22,2021-10-14,2021-10-15,2021-10-18,"Yes",26
"3792","/2223-7747/10/10/2213",2021-08-27,2021-10-03,2021-10-15,2021-10-18,"Yes",52
"3793","/2223-7747/10/10/2214",2021-10-04,2021-10-12,2021-10-13,2021-10-18,"Yes",14
"3794","/2223-7747/10/10/2212",2021-08-16,2021-10-13,2021-10-14,2021-10-18,"Yes",63
"3795","/2223-7747/10/10/2215",2021-09-15,2021-10-03,2021-10-14,2021-10-19,"Yes",34
"3796","/2223-7747/10/10/2216",2021-09-22,2021-10-12,2021-10-15,2021-10-19,"Yes",27
"3797","/2223-7747/10/10/2197",2021-09-27,2021-10-12,2021-10-13,2021-10-16,"Yes",19
"3798","/2223-7747/10/10/2198",2021-09-09,2021-10-10,2021-10-13,2021-10-16,"Yes",37
"3799","/2223-7747/10/10/2199",2021-08-08,2021-09-30,2021-10-11,2021-10-16,"Yes",69
"3800","/2223-7747/10/10/2200",2021-08-23,2021-09-13,2021-09-15,2021-10-16,"Yes",54
"3801","/2223-7747/10/10/2201",2021-09-11,2021-10-07,2021-10-14,2021-10-17,"Yes",36
"3802","/2223-7747/10/10/2203",2021-09-24,2021-10-12,2021-10-15,2021-10-17,"Yes",23
"3803","/2223-7747/10/10/2205",2021-09-27,2021-10-14,2021-10-14,2021-10-17,"Yes",20
"3804","/2223-7747/10/10/2204",2021-09-05,2021-10-11,2021-10-13,2021-10-17,"Yes",42
"3805","/2223-7747/10/10/2202",2021-08-31,2021-09-27,2021-10-13,2021-10-17,"Yes",47
"3806","/2223-7747/10/10/2206",2021-08-19,2021-10-13,2021-10-15,2021-10-17,"Yes",59
"3807","/2223-7747/10/10/2186",2021-08-11,2021-10-02,2021-10-12,2021-10-15,"Yes",65
"3808","/2223-7747/10/10/2188",2021-09-19,2021-10-11,2021-10-13,2021-10-15,"Yes",26
"3809","/2223-7747/10/10/2189",2021-09-07,2021-09-30,2021-10-11,2021-10-15,"Yes",38
"3810","/2223-7747/10/10/2190",2021-09-17,2021-10-08,2021-10-11,2021-10-15,"Yes",28
"3811","/2223-7747/10/10/2191",2021-09-27,2021-10-13,2021-10-14,2021-10-15,"Yes",18
"3812","/2223-7747/10/10/2192",2021-09-28,2021-10-11,2021-10-12,2021-10-15,"Yes",17
"3813","/2223-7747/10/10/2193",2021-09-17,2021-10-09,2021-10-12,2021-10-15,"Yes",28
"3814","/2223-7747/10/10/2194",2021-09-08,2021-10-05,2021-10-11,2021-10-15,"Yes",37
"3815","/2223-7747/10/10/2195",2021-09-15,2021-10-08,2021-10-11,2021-10-15,"Yes",30
"3816","/2223-7747/10/10/2196",2021-09-12,2021-10-09,2021-10-13,2021-10-16,"Yes",34
"3817","/2223-7747/10/10/2181",2021-09-03,2021-10-06,2021-10-11,2021-10-14,"Yes",41
"3818","/2223-7747/10/10/2175",2021-09-10,2021-10-06,2021-10-11,2021-10-14,"Yes",34
"3819","/2223-7747/10/10/2176",2021-09-16,2021-10-10,2021-10-11,2021-10-14,"Yes",28
"3820","/2223-7747/10/10/2182",2021-08-31,2021-10-05,2021-10-11,2021-10-14,"Yes",44
"3821","/2223-7747/10/10/2180",2021-09-24,2021-10-08,2021-10-11,2021-10-14,"No",20
"3822","/2223-7747/10/10/2178",2021-09-01,2021-09-27,2021-10-04,2021-10-14,"Yes",43
"3823","/2223-7747/10/10/2183",2021-09-27,2021-10-11,2021-10-13,2021-10-14,"Yes",17
"3824","/2223-7747/10/10/2184",2021-09-02,2021-10-07,2021-10-10,2021-10-14,"No",42
"3825","/2223-7747/10/10/2185",2021-09-19,2021-10-11,2021-10-13,2021-10-15,"Yes",26
"3826","/2223-7747/10/10/2187",2021-09-08,2021-10-05,2021-10-12,2021-10-15,"Yes",37
"3827","/2223-7747/10/10/2167",2021-08-24,2021-10-01,2021-10-07,2021-10-13,"No",50
"3828","/2223-7747/10/10/2168",2021-09-17,2021-10-07,2021-10-11,2021-10-13,"Yes",26
"3829","/2223-7747/10/10/2169",2021-07-20,2021-09-22,2021-09-24,2021-10-13,"Yes",85
"3830","/2223-7747/10/10/2170",2021-09-07,2021-10-05,2021-10-06,2021-10-14,"Yes",37
"3831","/2223-7747/10/10/2172",2021-08-31,2021-09-27,2021-10-08,2021-10-14,"Yes",44
"3832","/2223-7747/10/10/2171",2021-08-31,2021-10-02,2021-10-03,2021-10-14,"No",44
"3833","/2223-7747/10/10/2173",2021-09-07,2021-10-09,2021-10-11,2021-10-14,"No",37
"3834","/2223-7747/10/10/2174",2021-09-10,2021-10-11,2021-10-12,2021-10-14,"Yes",34
"3835","/2223-7747/10/10/2177",2021-09-24,2021-10-11,2021-10-11,2021-10-14,"Yes",20
"3836","/2223-7747/10/10/2179",2021-09-08,2021-10-11,2021-10-12,2021-10-14,"Yes",36
"3837","/2223-7747/10/10/2152",2021-09-03,2021-09-27,2021-10-02,2021-10-11,"Yes",38
"3838","/2223-7747/10/10/2158",2021-09-22,2021-10-05,2021-10-07,2021-10-11,"Yes",19
"3839","/2223-7747/10/10/2159",2021-08-03,2021-08-27,2021-08-28,2021-10-12,"Yes",70
"3840","/2223-7747/10/10/2160",2021-08-30,2021-09-30,2021-10-02,2021-10-12,"Yes",43
"3841","/2223-7747/10/10/2161",2021-09-25,2021-10-07,2021-10-08,2021-10-12,"Yes",17
"3842","/2223-7747/10/10/2162",2021-09-22,2021-09-29,2021-09-30,2021-10-12,"Yes",20
"3843","/2223-7747/10/10/2163",2021-08-10,2021-10-03,2021-10-08,2021-10-12,"Yes",63
"3844","/2223-7747/10/10/2165",2021-09-06,2021-10-05,2021-10-08,2021-10-12,"Yes",36
"3845","/2223-7747/10/10/2164",2021-08-18,2021-10-04,2021-10-05,2021-10-12,"Yes",55
"3846","/2223-7747/10/10/2166",2021-08-25,2021-09-24,2021-09-26,2021-10-13,"Yes",49
"3847","/2223-7747/10/10/2147",2021-08-27,2021-09-23,2021-09-30,2021-10-10,"Yes",44
"3848","/2223-7747/10/10/2148",2021-09-12,2021-10-05,2021-10-06,2021-10-10,"Yes",28
"3849","/2223-7747/10/10/2151",2021-08-12,2021-09-29,2021-10-02,2021-10-11,"Yes",60
"3850","/2223-7747/10/10/2149",2021-09-17,2021-10-02,2021-10-09,2021-10-11,"Yes",24
"3851","/2223-7747/10/10/2150",2021-09-06,2021-09-28,2021-10-07,2021-10-11,"Yes",35
"3852","/2223-7747/10/10/2153",2021-09-16,2021-10-04,2021-10-07,2021-10-11,"Yes",25
"3853","/2223-7747/10/10/2155",2021-08-15,2021-10-06,2021-10-08,2021-10-11,"No",57
"3854","/2223-7747/10/10/2156",2021-09-08,2021-10-04,2021-10-04,2021-10-11,"Yes",33
"3855","/2223-7747/10/10/2157",2021-09-07,2021-10-04,2021-10-07,2021-10-11,"Yes",34
"3856","/2223-7747/10/10/2154",2021-09-14,2021-10-03,2021-10-04,2021-10-11,"Yes",27
"3857","/2223-7747/10/10/2137",2021-09-10,2021-10-02,2021-10-04,2021-10-09,"No",29
"3858","/2223-7747/10/10/2138",2021-09-13,2021-09-29,2021-10-04,2021-10-09,"Yes",26
"3859","/2223-7747/10/10/2139",2021-08-24,2021-09-27,2021-10-05,2021-10-09,"Yes",46
"3860","/2223-7747/10/10/2141",2021-08-11,2021-09-17,2021-09-20,2021-10-09,"No",59
"3861","/2223-7747/10/10/2140",2021-09-09,2021-10-03,2021-10-06,2021-10-09,"Yes",30
"3862","/2223-7747/10/10/2142",2021-07-25,2021-09-08,2021-09-18,2021-10-09,"Yes",76
"3863","/2223-7747/10/10/2143",2021-09-17,2021-10-02,2021-10-05,2021-10-09,"Yes",22
"3864","/2223-7747/10/10/2145",2021-08-26,2021-09-27,2021-10-08,2021-10-09,"Yes",44
"3865","/2223-7747/10/10/2144",2021-09-14,2021-09-27,2021-09-27,2021-10-09,"Yes",25
"3866","/2223-7747/10/10/2146",2021-09-15,2021-10-01,2021-10-06,2021-10-10,"Yes",25
"3867","/2223-7747/10/10/2128",2021-09-07,2021-10-04,2021-10-05,2021-10-07,"Yes",30
"3868","/2223-7747/10/10/2127",2021-09-03,2021-09-20,2021-09-26,2021-10-07,"Yes",34
"3869","/2223-7747/10/10/2129",2021-09-08,2021-09-27,2021-09-28,2021-10-07,"Yes",29
"3870","/2223-7747/10/10/2130",2021-08-24,2021-09-24,2021-10-04,2021-10-07,"Yes",44
"3871","/2223-7747/10/10/2131",2021-08-15,2021-10-03,2021-10-04,2021-10-07,"Yes",53
"3872","/2223-7747/10/10/2132",2021-09-14,2021-10-02,2021-10-02,2021-10-08,"Yes",24
"3873","/2223-7747/10/10/2133",2021-09-16,2021-10-05,2021-10-05,2021-10-08,"Yes",22
"3874","/2223-7747/10/10/2134",2021-09-11,2021-09-30,2021-10-02,2021-10-08,"Yes",27
"3875","/2223-7747/10/10/2136",2021-08-30,2021-10-01,2021-10-06,2021-10-08,"Yes",39
"3876","/2223-7747/10/10/2135",2021-09-10,2021-09-30,2021-10-04,2021-10-08,"Yes",28
"3877","/2223-7747/10/10/2117",2021-08-05,2021-09-30,2021-10-01,2021-10-06,"Yes",62
"3878","/2223-7747/10/10/2118",2021-09-09,2021-10-01,2021-10-02,2021-10-06,"Yes",27
"3879","/2223-7747/10/10/2120",2021-07-31,2021-09-06,2021-09-25,2021-10-06,"Yes",67
"3880","/2223-7747/10/10/2122",2021-09-08,2021-09-27,2021-09-27,2021-10-06,"Yes",28
"3881","/2223-7747/10/10/2121",2021-08-26,2021-09-27,2021-09-29,2021-10-06,"Yes",41
"3882","/2223-7747/10/10/2123",2021-07-26,2021-08-15,2021-08-18,2021-10-07,"Yes",73
